text,canonical_form_1,category_1,severity_rating,severity_description
phukkeds,fuck,sexual anatomy / sexual acts,2.0,Strong
jack-off,jack off,sexual anatomy / sexual acts,1.2,Mild
pseudogeometry,pseudogeometry,no insult,0.0,None
mesenchymal,mesenchymal,no insult,0.0,None
nonproscriptively,nonproscriptively,no insult,0.0,None
skittering,skittering,no insult,0.0,None
coot coot,coot,sexual anatomy / sexual acts,1.4,Mild
bitches,bitch,sexual orientation / gender,1.6,Strong
edgeling,edgeling,no insult,0.0,None
slanteye,slant eye,racial / ethnic slurs,3.0,Severe
search,search,no insult,0.0,None
Kiswahili,Kiswahili,no insult,0.0,None
fuckwhore,fuck,sexual anatomy / sexual acts,2.6,Severe
fccuker,fuck,sexual anatomy / sexual acts,2.0,Strong
knob3d,knob,sexual anatomy / sexual acts,1.6,Strong
cooter shooting,coot,sexual anatomy / sexual acts,2.6,Severe
shitassfuckface,fuck,sexual anatomy / sexual acts,2.8,Severe
feracity,feracity,no insult,0.0,None
Pongidae,Pongidae,no insult,0.0,None
colloquized,colloquized,no insult,0.0,None
fingerpop,finger,sexual anatomy / sexual acts,1.4,Mild
l@dyb0i,ladyboy,sexual orientation / gender,2.2,Strong
towelshithead,towelhead,racial / ethnic slurs,2.6,Severe
Kandinsky,Kandinsky,no insult,0.0,None
motherfuckeds,motherfucker,sexual anatomy / sexual acts,3.0,Severe
aurar,aurar,no insult,0.0,None
outwars,outwars,no insult,0.0,None
stomatoscope,stomatoscope,no insult,0.0,None
outshooting,outshooting,no insult,0.0,None
well-blended,well-blended,no insult,0.0,None
c0cksucker,cock,sexual anatomy / sexual acts,2.2,Strong
twattish,twat,sexual anatomy / sexual acts,1.6,Strong
noninhabitance,noninhabitance,no insult,0.0,None
wankers,wank,sexual anatomy / sexual acts,1.0,Mild
b1tchees,bitch,sexual orientation / gender,1.4,Mild
presuspect,presuspect,no insult,0.0,None
niggahs,nigger,racial / ethnic slurs,2.2,Strong
Fouquieria,Fouquieria,no insult,0.0,None
kiss ass,ass,sexual anatomy / sexual acts,1.0,Mild
blellum,blellum,no insult,0.0,None
trichorrhea,trichorrhea,no insult,0.0,None
workboats,workboats,no insult,0.0,None
d!ldo,dildo,sexual anatomy / sexual acts,1.4,Mild
fuk1n,fuck,sexual anatomy / sexual acts,2.0,Strong
n1g3r,nigger,racial / ethnic slurs,3.0,Severe
sh! +,shit,bodily fluids / excrement,1.2,Mild
Otway,Otway,no insult,0.0,None
confederal,confederal,no insult,0.0,None
chondriosomes,chondriosomes,no insult,0.0,None
jailbait,jailbait,sexual anatomy / sexual acts,1.0,Mild
outburning,outburning,no insult,0.0,None
parlamento,parlamento,no insult,0.0,None
proverb,proverb,no insult,0.0,None
denominational,denominational,no insult,0.0,None
preaverring,preaverring,no insult,0.0,None
Aucuba,Aucuba,no insult,0.0,None
tabaxir,tabaxir,no insult,0.0,None
shit fucker,fuck,sexual anatomy / sexual acts,2.8,Severe
blow job,blowjob,sexual anatomy / sexual acts,2.0,Strong
bondage,bondage,sexual anatomy / sexual acts,1.0,Mild
caaak,cock,sexual anatomy / sexual acts,1.4,Mild
3jakulating,ejaculation,sexual anatomy / sexual acts,1.6,Strong
Monias,Monias,no insult,0.0,None
irresolvability,irresolvability,no insult,0.0,None
counterplayer,counterplayer,no insult,0.0,None
bemingled,bemingled,no insult,0.0,None
Turcification,Turcification,no insult,0.0,None
whether,whether,no insult,0.0,None
cocksuccer,cock,sexual anatomy / sexual acts,2.2,Strong
palmitine,palmitine,no insult,0.0,None
pyralidiform,pyralidiform,no insult,0.0,None
sensatorial,sensatorial,no insult,0.0,None
coquettishly,coquettishly,no insult,0.0,None
muffdivings,muff,sexual anatomy / sexual acts,2.2,Strong
counter-embowed,counter-embowed,no insult,0.0,None
Ariela,Ariela,no insult,0.0,None
prizefights,prizefights,no insult,0.0,None
palatium,palatium,no insult,0.0,None
phosphorising,phosphorising,no insult,0.0,None
Magdala,Magdala,no insult,0.0,None
girlieboy,girlyboy,sexual orientation / gender,1.4,Mild
imbittered,imbittered,no insult,0.0,None
halberd-leaved,halberd-leaved,no insult,0.0,None
shitbird,shit,bodily fluids / excrement,1.8,Strong
Juanadiaz,Juanadiaz,no insult,0.0,None
Munnopsis,Munnopsis,no insult,0.0,None
phukked,fuck,sexual anatomy / sexual acts,2.0,Strong
parablepsy,parablepsy,no insult,0.0,None
swampiness,swampiness,no insult,0.0,None
shelffuls,shelffuls,no insult,0.0,None
talkability,talkability,no insult,0.0,None
dark-minded,dark-minded,no insult,0.0,None
epee,epee,no insult,0.0,None
trashbitch,bitch,sexual orientation / gender,2.0,Strong
jizz,jizz,bodily fluids / excrement,1.6,Strong
pill-shaped,pill-shaped,no insult,0.0,None
rebandaging,rebandaging,no insult,0.0,None
debriefed,debriefed,no insult,0.0,None
gay wad,gay,sexual orientation / gender,2.0,Strong
scrimpness,scrimpness,no insult,0.0,None
darkie,darky,racial / ethnic slurs,2.8,Severe
seminarianism,seminarianism,no insult,0.0,None
quarter-day,quarter-day,no insult,0.0,None
frictionlessly,frictionlessly,no insult,0.0,None
doggy_style,doggy style,sexual anatomy / sexual acts,1.4,Mild
grumousness,grumousness,no insult,0.0,None
cheiromancy,cheiromancy,no insult,0.0,None
shittings,shit,bodily fluids / excrement,1.2,Mild
heavers,heavers,no insult,0.0,None
dominoes,dominoes,no insult,0.0,None
signatural,signatural,no insult,0.0,None
baggy,baggy,no insult,0.0,None
many-acred,many-acred,no insult,0.0,None
Akimovsky,Akimovsky,no insult,0.0,None
MFers,motherfucker,sexual anatomy / sexual acts,2.8,Severe
semitonic,semitonic,no insult,0.0,None
wakari,wakari,no insult,0.0,None
sinapine,sinapine,no insult,0.0,None
Evvie,Evvie,no insult,0.0,None
engorging,engorging,no insult,0.0,None
Kakatoe,Kakatoe,no insult,0.0,None
cocksucking,cock,sexual anatomy / sexual acts,2.4,Strong
intravasation,intravasation,no insult,0.0,None
Torrell,Torrell,no insult,0.0,None
nobjokey,knob,sexual anatomy / sexual acts,2.0,Strong
pussy fucker,fuck,sexual anatomy / sexual acts,2.8,Severe
higger,nigger,racial / ethnic slurs,2.6,Severe
0ral sex,sex,sexual anatomy / sexual acts,1.8,Strong
large,large,no insult,0.0,None
Lisieux,Lisieux,no insult,0.0,None
l3i+ch,bitch,sexual orientation / gender,1.2,Mild
heaven-made,heaven-made,no insult,0.0,None
check-endorsing,check-endorsing,no insult,0.0,None
iodal,iodal,no insult,0.0,None
bum-driller,bum,sexual anatomy / sexual acts,2.8,Severe
discriminably,discriminably,no insult,0.0,None
butt pirate,butt,sexual orientation / gender,2.2,Strong
god-damned,damn,religious offense,1.4,Mild
Dane,Dane,no insult,0.0,None
wheelsman,wheelsman,no insult,0.0,None
Hicksville,Hicksville,no insult,0.0,None
wang,wang,sexual anatomy / sexual acts,1.4,Mild
Xenophontean,Xenophontean,no insult,0.0,None
gossipped,gossipped,no insult,0.0,None
shi+e,shit,bodily fluids / excrement,1.0,Mild
sun-gilt,sun-gilt,no insult,0.0,None
Hoosierize,Hoosierize,no insult,0.0,None
cock smoker,cock,sexual anatomy / sexual acts,2.2,Strong
Pennyan,Pennyan,no insult,0.0,None
Bogard,Bogard,no insult,0.0,None
Matt.,Matt.,no insult,0.0,None
peter puffer,peter puffer,sexual orientation / gender,1.8,Strong
Derotremata,Derotremata,no insult,0.0,None
extensum,extensum,no insult,0.0,None
toolroom,toolroom,no insult,0.0,None
Paonia,Paonia,no insult,0.0,None
Owenia,Owenia,no insult,0.0,None
pillow-biter,pillow biter,sexual orientation / gender,1.6,Strong
tubulibranchian,tubulibranchian,no insult,0.0,None
overbooks,overbooks,no insult,0.0,None
fckin,fuck,sexual anatomy / sexual acts,2.0,Strong
half-hungered,half-hungered,no insult,0.0,None
wanker,wank,sexual anatomy / sexual acts,1.0,Mild
nig-nog,nigger,racial / ethnic slurs,2.8,Severe
crown-land,crown-land,no insult,0.0,None
clearish,clearish,no insult,0.0,None
pillow biter,pillow biter,sexual anatomy / sexual acts,2.4,Strong
Baskonize,Baskonize,no insult,0.0,None
jot,jot,no insult,0.0,None
Theromores,Theromores,no insult,0.0,None
BJ,blowjob,sexual anatomy / sexual acts,1.6,Strong
scabish,scabish,no insult,0.0,None
Gleipnir,Gleipnir,no insult,0.0,None
Daibutsu,Daibutsu,no insult,0.0,None
free-machining,free-machining,no insult,0.0,None
small-toned,small-toned,no insult,0.0,None
jumbos,jumbos,no insult,0.0,None
fucked up,fuck,sexual anatomy / sexual acts,2.2,Strong
sapphics,sapphics,no insult,0.0,None
dipsh1tty,shit,bodily fluids / excrement,1.6,Strong
bitching,bitch,sexual orientation / gender,1.0,Mild
bewbs,boobs,sexual anatomy / sexual acts,1.0,Mild
nicker,nigger,racial / ethnic slurs,3.0,Severe
seven-line,seven-line,no insult,0.0,None
unbirdlike,unbirdlike,no insult,0.0,None
osteocyte,osteocyte,no insult,0.0,None
falsifiability,falsifiability,no insult,0.0,None
countableness,countableness,no insult,0.0,None
fudgepacker,fudge packer,sexual orientation / gender,2.4,Strong
short-headedness,short-headedness,no insult,0.0,None
nob jokeys,knob,sexual anatomy / sexual acts,1.8,Strong
suck my cock,cock,sexual anatomy / sexual acts,2.2,Strong
preclinical,preclinical,no insult,0.0,None
cometology,cometology,no insult,0.0,None
Zerma,Zerma,no insult,0.0,None
flickertail,flickertail,no insult,0.0,None
chinese-virus,china virus,political,2.8,Severe
Rowesville,Rowesville,no insult,0.0,None
Hibernicizing,Hibernicizing,no insult,0.0,None
cooter,coot,sexual anatomy / sexual acts,1.2,Mild
pinatype,pinatype,no insult,0.0,None
benzine,benzine,no insult,0.0,None
knobeds,knob,sexual anatomy / sexual acts,1.8,Strong
argillocalcareous,argillocalcareous,no insult,0.0,None
Atacamenian,Atacamenian,no insult,0.0,None
unwell-intentioned,unwell-intentioned,no insult,0.0,None
Astroturf,Astroturf,no insult,0.0,None
ill-marked,ill-marked,no insult,0.0,None
monochromatism,monochromatism,no insult,0.0,None
breasticles,breast,sexual anatomy / sexual acts,1.4,Mild
tongue fucker,fuck,sexual anatomy / sexual acts,2.4,Strong
scraggedly,scraggedly,no insult,0.0,None
unrationalized,unrationalized,no insult,0.0,None
labroid,labroid,no insult,0.0,None
sum of a bitch,bitch,other / general insult,1.4,Mild
orselle,orselle,no insult,0.0,None
Humberto,Humberto,no insult,0.0,None
noncompressively,noncompressively,no insult,0.0,None
vitrage,vitrage,no insult,0.0,None
well-varied,well-varied,no insult,0.0,None
nonflowering,nonflowering,no insult,0.0,None
etiquet,etiquet,no insult,0.0,None
organogenetic,organogenetic,no insult,0.0,None
prohumanistic,prohumanistic,no insult,0.0,None
Anukit,Anukit,no insult,0.0,None
henter,henter,no insult,0.0,None
assertions,assertions,no insult,0.0,None
bollocktician,bollocks,sexual anatomy / sexual acts,1.4,Mild
shittydicks,shit,sexual anatomy / sexual acts,2.0,Strong
pseudoproboscis,pseudoproboscis,no insult,0.0,None
skank,skank,sexual orientation / gender,1.8,Strong
Stanovoi,Stanovoi,no insult,0.0,None
splenomegaly,splenomegaly,no insult,0.0,None
fucking A,fuck,sexual anatomy / sexual acts,2.4,Strong
douchebag,douche,sexual anatomy / sexual acts,1.4,Mild
metranemia,metranemia,no insult,0.0,None
pulicid,pulicid,no insult,0.0,None
sentiment's,sentiment's,no insult,0.0,None
maselin,maselin,no insult,0.0,None
enchaining,enchaining,no insult,0.0,None
patterer,patterer,no insult,0.0,None
mofucckers,motherfucker,sexual anatomy / sexual acts,2.4,Strong
spik,spic,racial / ethnic slurs,3.0,Severe
appeasing,appeasing,no insult,0.0,None
fvckbunny,fuck,sexual anatomy / sexual acts,2.2,Strong
semiliberally,semiliberally,no insult,0.0,None
nobhead,knob,sexual anatomy / sexual acts,1.6,Strong
bullying,bullying,no insult,0.0,None
irruptively,irruptively,no insult,0.0,None
Euemerus,Euemerus,no insult,0.0,None
jizz-jockey,jizz,bodily fluids / excrement,2.2,Strong
flabella,flabella,no insult,0.0,None
jiggs,jiggaboo,racial / ethnic slurs,2.6,Severe
slt,slt,no insult,0.0,None
clusterfucks,fuck,sexual anatomy / sexual acts,2.0,Strong
yajnopavita,yajnopavita,no insult,0.0,None
mon-,mon-,no insult,0.0,None
well-fed,well-fed,no insult,0.0,None
twaddles,twaddles,no insult,0.0,None
twats,twat,sexual anatomy / sexual acts,1.6,Strong
carpintero,carpintero,no insult,0.0,None
piss shit,piss,bodily fluids / excrement,1.4,Mild
grummel,grummel,no insult,0.0,None
muffindivin,muff,sexual anatomy / sexual acts,1.8,Strong
arsefuck,fuck,sexual anatomy / sexual acts,2.8,Severe
knob3nd,knob,sexual anatomy / sexual acts,1.2,Mild
interentangled,interentangled,no insult,0.0,None
knober,knob,sexual anatomy / sexual acts,1.0,Mild
uncombine,uncombine,no insult,0.0,None
fucker off,fuck,sexual anatomy / sexual acts,2.0,Strong
deism,deism,no insult,0.0,None
celative,celative,no insult,0.0,None
Rathdrum,Rathdrum,no insult,0.0,None
siting,siting,no insult,0.0,None
esophagogastroscopy,esophagogastroscopy,no insult,0.0,None
mammate,mammate,no insult,0.0,None
preimpressive,preimpressive,no insult,0.0,None
gray-lit,gray-lit,no insult,0.0,None
assfukka,fuck,sexual anatomy / sexual acts,2.8,Severe
cocksuka,cock,sexual anatomy / sexual acts,2.0,Strong
panion,panion,no insult,0.0,None
melanger,melanger,no insult,0.0,None
anastaltic,anastaltic,no insult,0.0,None
brazes,brazes,no insult,0.0,None
fart-fucker,fuck,sexual anatomy / sexual acts,2.2,Strong
shitfuck,fuck,sexual anatomy / sexual acts,2.2,Strong
throat yogurt,throat yogurt,bodily fluids / excrement,1.8,Strong
ragtard,retard,racial / ethnic slurs,3.0,Severe
@55,ass,sexual anatomy / sexual acts,1.0,Mild
analplugs,anal,sexual anatomy / sexual acts,2.0,Strong
polygenistic,polygenistic,no insult,0.0,None
son-of-a-bitch,bitch,sexual orientation / gender,1.2,Mild
eusuchian,eusuchian,no insult,0.0,None
ar5e,arse,sexual anatomy / sexual acts,1.0,Mild
negga,nigger,racial / ethnic slurs,2.8,Severe
telfordize,telfordize,no insult,0.0,None
duree,duree,no insult,0.0,None
she-male,shemale,sexual orientation / gender,2.8,Severe
spences,spences,no insult,0.0,None
premillennialised,premillennialised,no insult,0.0,None
niggahz,nigger,racial / ethnic slurs,3.0,Severe
sausage jockey,sausage jockey,sexual anatomy / sexual acts,2.6,Severe
sh1tfuck,fuck,other / general insult,2.6,Severe
sobering,sobering,no insult,0.0,None
discants,discants,no insult,0.0,None
big-swollen,big-swollen,no insult,0.0,None
homo asses,homosexual,sexual anatomy / sexual acts,2.8,Severe
literalizer,literalizer,no insult,0.0,None
n1gger,nigger,racial / ethnic slurs,3.0,Severe
ass,ass,sexual anatomy / sexual acts,1.0,Mild
nonnavigability,nonnavigability,no insult,0.0,None
mothfck,motherfucker,sexual anatomy / sexual acts,2.6,Severe
imposturous,imposturous,no insult,0.0,None
meteorically,meteorically,no insult,0.0,None
schlong,schlong,sexual anatomy / sexual acts,1.0,Mild
calamity,calamity,no insult,0.0,None
Salmonidae,Salmonidae,no insult,0.0,None
shittastic,shit,bodily fluids / excrement,1.2,Mild
ladyboy,ladyboy,sexual orientation / gender,2.2,Strong
s/h/i/t,shit,bodily fluids / excrement,1.0,Mild
dewfall,dewfall,no insult,0.0,None
d1ldo,dildo,sexual anatomy / sexual acts,1.4,Mild
bammed,bammed,no insult,0.0,None
Zunian,Zunian,no insult,0.0,None
negroid,negro,racial / ethnic slurs,2.6,Severe
underprint,underprint,no insult,0.0,None
spooks,spook,racial / ethnic slurs,2.6,Severe
Carignan,Carignan,no insult,0.0,None
lymphangioplasty,lymphangioplasty,no insult,0.0,None
fuckwad,fuck,sexual anatomy / sexual acts,2.2,Strong
haunting,haunting,no insult,0.0,None
fukkuh,fuck,sexual anatomy / sexual acts,2.2,Strong
viperish,viperish,no insult,0.0,None
guzzles,guzzles,no insult,0.0,None
assfuckers,fuck,sexual anatomy / sexual acts,2.8,Severe
heart-hardening,heart-hardening,no insult,0.0,None
taphouses,taphouses,no insult,0.0,None
underyoke,underyoke,no insult,0.0,None
catamenia,catamenia,no insult,0.0,None
blush-colored,blush-colored,no insult,0.0,None
flag,flag,no insult,0.0,None
mires,mires,no insult,0.0,None
unsectarianizing,unsectarianizing,no insult,0.0,None
demiheavenly,demiheavenly,no insult,0.0,None
pal's,pal's,no insult,0.0,None
cawks,cock,sexual anatomy / sexual acts,1.2,Mild
fag hag,faggot,sexual orientation / gender,2.6,Severe
bauta,bauta,no insult,0.0,None
solecizing,solecizing,no insult,0.0,None
sh1s,shit,bodily fluids / excrement,1.0,Mild
cinchonidia,cinchonidia,no insult,0.0,None
b1tches,bitch,sexual orientation / gender,1.4,Mild
pigfuckers,fuck,sexual anatomy / sexual acts,3.0,Severe
cocklicker,cock,sexual anatomy / sexual acts,2.2,Strong
headclothes,headclothes,no insult,0.0,None
tataupa,tataupa,no insult,0.0,None
dolldom,dolldom,no insult,0.0,None
Gorman,Gorman,no insult,0.0,None
jeopardy,jeopardy,no insult,0.0,None
unconjoined,unconjoined,no insult,0.0,None
Romaji,Romaji,no insult,0.0,None
Geldens,Geldens,no insult,0.0,None
faggot nobjockies,faggot,sexual orientation / gender,3.0,Severe
maritimal,maritimal,no insult,0.0,None
moireing,moireing,no insult,0.0,None
eclipsation,eclipsation,no insult,0.0,None
cawksucker,cock,sexual anatomy / sexual acts,2.6,Severe
MOG,MOG,no insult,0.0,None
ammodytoid,ammodytoid,no insult,0.0,None
fucknuckle,fuck,sexual anatomy / sexual acts,2.4,Strong
shites,shit,bodily fluids / excrement,1.0,Mild
wnker,wank,sexual anatomy / sexual acts,1.0,Mild
phrarisaical,phrarisaical,no insult,0.0,None
bangbros,bang,sexual anatomy / sexual acts,1.6,Strong
subsensual,subsensual,no insult,0.0,None
rasa,rasa,no insult,0.0,None
Pearland,Pearland,no insult,0.0,None
twelve-verse,twelve-verse,no insult,0.0,None
shiesterfuckface,fuck,sexual anatomy / sexual acts,2.8,Severe
half-coaxing,half-coaxing,no insult,0.0,None
datapunch,datapunch,no insult,0.0,None
Beitz,Beitz,no insult,0.0,None
sourer,sourer,no insult,0.0,None
Jeno,Jeno,no insult,0.0,None
everyday,everyday,no insult,0.0,None
provostal,provostal,no insult,0.0,None
supravitally,supravitally,no insult,0.0,None
web's,web's,no insult,0.0,None
nonpsychical,nonpsychical,no insult,0.0,None
autocamp,autocamp,no insult,0.0,None
sabotier,sabotier,no insult,0.0,None
unclothed,unclothed,no insult,0.0,None
kingrow,kingrow,no insult,0.0,None
pedantic,pedantic,no insult,0.0,None
arse gobbler,arse,sexual anatomy / sexual acts,2.0,Strong
arctian,arctian,no insult,0.0,None
Meliphagidae,Meliphagidae,no insult,0.0,None
kehilloth,kehilloth,no insult,0.0,None
sonna bitch,bitch,sexual orientation / gender,1.2,Mild
coonies,coon,racial / ethnic slurs,3.0,Severe
ploughjogger,ploughjogger,no insult,0.0,None
stupid hoe,hoe,sexual orientation / gender,2.4,Strong
permanency,permanency,no insult,0.0,None
unmaledictive,unmaledictive,no insult,0.0,None
eventualities,eventualities,no insult,0.0,None
mollifyingly,mollifyingly,no insult,0.0,None
Aeginetic,Aeginetic,no insult,0.0,None
sentences,sentences,no insult,0.0,None
blamableness,blamableness,no insult,0.0,None
knobed,knob,sexual anatomy / sexual acts,1.4,Mild
Toomsuba,Toomsuba,no insult,0.0,None
codein,codein,no insult,0.0,None
Rodgers,Rodgers,no insult,0.0,None
corporales,corporales,no insult,0.0,None
self-oppressive,self-oppressive,no insult,0.0,None
fagshit,faggot,bodily fluids / excrement,3.0,Severe
